Date,AAPL,AMZN,GOOG,MSFT
2018-01-02,40.380985260009766,59.45050048828125,52.8880729675293,79.19833374023438
2018-01-03,40.373958587646484,60.209999084472656,53.75613784790039,79.5669174194336
2018-01-04,40.56149673461914,60.47949981689453,53.95079803466797,80.26721954345703
2018-01-05,41.0233154296875,61.457000732421875,54.73691940307617,81.26239013671875
2018-01-08,40.87092971801758,62.34349822998047,54.97081756591797,81.34530639648438
2018-01-09,40.866249084472656,62.6349983215332,54.93705368041992,81.29003143310547
2018-01-10,40.85686111450195,62.71649932861328,54.75579833984375,80.92147064208984
2018-01-11,41.08894348144531,63.83399963378906,54.900306701660156,81.1610336303711
2018-01-12,41.51323699951172,65.26000213623047,55.73161315917969,82.56161499023438
2018-01-16,41.30226135253906,65.24299621582031,55.706787109375,81.40980529785156
2018-01-17,41.984432220458984,64.75,56.21431350708008,83.05921173095703
2018-01-18,42.02193069458008,64.66600036621094,56.10554885864258,83.02232360839844
2018-01-19,41.834388732910156,64.72899627685547,56.488929748535156,82.93018341064453
2018-01-22,41.49213790893555,66.3655014038086,57.3977165222168,84.41372680664062
2018-01-23,41.50151443481445,68.12699890136719,58.10090255737305,84.68092346191406
2018-01-24,40.84046936035156,67.87550354003906,57.81634521484375,84.60722351074219
2018-01-25,40.111412048339844,68.89749908447266,58.12076187133789,85.07716369628906
2018-01-26,40.20518493652344,70.10250091552734,58.39240646362305,86.6712417602539
2018-01-29,39.37300491333008,70.88400268554688,58.379493713378906,86.5422592163086
2018-01-30,39.14091873168945,71.89099884033203,57.78903579711914,85.45494079589844
2018-01-31,39.24874496459961,72.54450225830078,58.09941101074219,87.546630859375
2018-02-01,39.3307991027832,69.5,57.9881706237793,86.85558319091797
2018-02-02,37.62422180175781,71.49749755859375,55.21713638305664,84.57038879394531
2018-02-05,36.68421173095703,69.5,52.43120193481445,81.08729553222656
2018-02-06,38.217308044433594,72.14199829101562,53.66276550292969,84.15571594238281
2018-02-07,37.39919662475586,70.83899688720703,52.072654724121094,82.57083129882812
2018-02-08,36.370094299316406,67.5250015258789,49.73564529418945,78.3321762084961
2018-02-09,36.81496047973633,66.9800033569336,51.53632354736328,81.2531509399414
2018-02-12,38.29780960083008,69.3115005493164,52.23950958251953,82.12853240966797
2018-02-13,38.68147659301758,70.72550201416016,52.247459411621094,82.7735595703125
2018-02-14,39.3946533203125,72.55249786376953,53.12147903442383,84.06961059570312
2018-02-15,40.71745681762695,73.08799743652344,54.10573959350586,85.78230285644531
2018-02-16,40.58564758300781,72.43450164794922,54.367950439453125,85.17131042480469
2018-02-20,40.44913101196289,73.4175033569336,54.74834060668945,85.83784484863281
2018-02-21,40.26552963256836,74.14600372314453,55.18932342529297,84.69912719726562
2018-02-22,40.60212707519531,74.26699829101562,54.95542907714844,84.92135620117188
2018-02-23,41.30824661254883,75.0,55.956573486328125,87.07838439941406
2018-02-26,42.12500762939453,76.09750366210938,56.79881286621094,88.33744812011719
2018-02-27,41.98849105834961,75.5989990234375,55.534461975097656,87.20800018310547
2018-02-28,41.9249267578125,75.62249755859375,54.8610725402832,86.80989074707031
2018-03-01,41.190574645996094,74.67250061035156,53.1125373840332,85.95822143554688
2018-03-02,41.47536087036133,75.01249694824219,53.57933807373047,86.14335632324219
2018-03-05,41.61894226074219,76.18049621582031,54.175758361816406,86.68958282470703
2018-03-06,41.58363342285156,76.88200378417969,54.380855560302734,86.3933334350586
2018-03-07,41.1976203918457,77.25,55.10490417480469,86.89324951171875
2018-03-08,41.64718246459961,77.59300231933594,55.91734313964844,87.42093658447266
2018-03-09,42.362728118896484,78.94450378417969,57.60776901245117,89.37433624267578
2018-03-12,42.77228927612305,79.91950225830078,57.829254150390625,89.58723449707031
2018-03-13,42.36037826538086,79.40899658203125,56.52170944213867,87.40242767333984
2018-03-14,42.000244140625,79.55000305175781,57.083858489990234,86.8840103149414
2018-03-15,42.049686431884766,79.11599731445312,57.08833312988281,87.18949127197266
2018-03-16,41.90139389038086,78.58399963378906,56.400535583496094,87.57829284667969
2018-03-19,41.26115798950195,77.24649810791016,54.61724090576172,85.99523162841797
2018-03-20,41.24705505371094,79.32550048828125,54.5124626159668,86.21741485595703
2018-03-21,40.31261444091797,79.09300231933594,54.173274993896484,85.61567687988281
2018-03-22,39.74300765991211,77.24600219726562,52.097476959228516,83.12532806396484
2018-03-23,38.82269287109375,74.77799987792969,50.73133087158203,80.70906066894531
2018-03-26,40.66567611694336,77.79299926757812,52.302574157714844,86.8191909790039
2018-03-27,39.62296676635742,74.85250091552734,49.91343307495117,82.82907104492188
2018-03-28,39.1851692199707,71.57099914550781,49.8866081237793,82.7550277709961
2018-03-29,39.491153717041016,72.36699676513672,51.238861083984375,84.49549102783203
2018-04-02,39.232242584228516,68.59950256347656,49.98146438598633,81.94960021972656
2018-04-03,39.63473892211914,69.60250091552734,50.326107025146484,83.05126953125
2018-04-04,40.39264678955078,70.52850341796875,50.90861892700195,85.47681427001953
2018-04-05,40.67273712158203,72.5875015258789,51.04121398925781,85.5230941772461
2018-04-06,39.632381439208984,70.2614974975586,50.009769439697266,83.53267669677734
2018-04-09,40.02545166015625,70.30400085449219,50.42741775512695,84.0326156616211
2018-04-10,40.77865982055664,71.81099700927734,51.23141098022461,85.9859848022461
2018-04-11,40.588008880615234,71.35250091552734,50.651878356933594,85.04170227050781
2018-04-12,40.98814010620117,72.42500305175781,51.27461242675781,86.634033203125
2018-04-13,41.127010345458984,71.53949737548828,51.113712310791016,86.17115783691406
2018-04-16,41.383567810058594,72.07499694824219,51.54624938964844,87.18022155761719
2018-04-17,41.95316696166992,75.19149780273438,53.34296417236328,88.93920135498047
2018-04-18,41.859031677246094,76.39199829101562,53.23966598510742,89.2817611694336
2018-04-19,40.67273712158203,77.84549713134766,54.01536178588867,88.97624969482422
2018-04-20,39.006282806396484,76.37449645996094,53.28336715698242,87.94861602783203
2018-04-23,38.89330291748047,75.89299774169922,53.00974655151367,88.27265930175781
2018-04-24,38.3519401550293,73.00450134277344,50.65237045288086,86.2081527709961
2018-04-25,38.51905822753906,73.00849914550781,50.71196365356445,85.45830535888672
2018-04-26,38.65322494506836,75.89800262451172,51.6485595703125,87.26358032226562
2018-04-27,38.20600509643555,78.63099670410156,51.15245056152344,88.707763671875
2018-04-30,38.89801025390625,78.30650329589844,50.52077865600586,86.57848358154297
2018-05-01,39.80185317993164,79.11299896240234,51.51298141479492,87.94861602783203
2018-05-02,41.56010055541992,78.48400115966797,50.87088394165039,86.56922912597656
2018-05-03,41.63541793823242,78.60399627685547,50.83810043334961,87.08766174316406
2018-05-04,43.268924713134766,79.04750061035156,52.05427932739258,88.09675598144531
2018-05-07,43.58195877075195,80.00700378417969,52.381046295166016,89.07807922363281
2018-05-08,43.79144287109375,79.61949920654297,52.33734130859375,88.6985092163086
2018-05-09,44.09978485107422,80.4000015258789,53.770042419433594,89.74464416503906
2018-05-10,44.730587005615234,80.4540023803711,54.50550842285156,90.64263916015625
2018-05-11,44.56045913696289,80.14550018310547,54.539764404296875,90.44821166992188
2018-05-14,44.456512451171875,80.0770034790039,54.636112213134766,90.75373077392578
2018-05-15,44.052467346191406,78.80599975585938,53.59474182128906,90.09642028808594
2018-05-16,44.46358871459961,79.36399841308594,53.72087478637695,90.32887268066406
