,AAPL,AMZN,GOOG,MSFT
4,0.0969573974609375,0.6368995666503906,0.40979461669921874,0.4183441162109375
5,0.09648590087890625,0.501300048828125,0.19993209838867188,0.27090301513671877
6,0.1053863525390625,0.6708999633789062,0.18990097045898438,0.17875518798828124
7,0.09789276123046875,0.7606002807617187,0.19893875122070312,0.259844970703125
8,0.08618240356445313,0.5798995971679688,0.14719314575195314,0.0128997802734375
9,0.22341842651367189,0.4230003356933594,0.2554534912109375,0.353826904296875
10,0.2327880859375,0.38990020751953125,0.26995162963867186,0.42018280029296873
11,0.14894485473632812,0.17899932861328124,0.31772537231445314,0.3538360595703125
12,-0.00421600341796875,0.221099853515625,0.33321990966796877,0.3704254150390625
13,0.03981094360351563,0.576800537109375,0.4788230895996094,0.6542266845703125
14,-0.22856979370117186,0.6251007080078125,0.3204063415527344,0.30960845947265625
15,-0.3817329406738281,0.8462997436523437,0.4030426025390625,0.4109649658203125
16,-0.32552490234375,1.074700927734375,0.3806953430175781,0.7482101440429687
17,-0.4234199523925781,0.9037002563476563,0.196356201171875,0.42570648193359373
18,-0.47166290283203127,0.7527999877929688,-0.062371826171875,0.15480194091796876
19,-0.31803741455078127,0.9337997436523438,0.056613922119140625,0.5878860473632812
20,-0.15597152709960938,0.12050018310546876,-0.026519012451171876,0.35568389892578123
21,-0.5156906127929688,0.27899932861328125,-0.6350547790527343,-0.4201751708984375
22,-0.5372344970703125,-0.276800537109375,-1.1896591186523438,-1.0909942626953124
23,-0.18454208374023437,0.05019989013671875,-0.8252540588378906,-0.259844970703125
24,-0.36955108642578127,-0.34110107421875,-1.2053520202636718,-0.9951629638671875
25,-0.5915695190429687,-0.39499969482421876,-1.6505050659179688,-1.7046783447265625
26,-0.161700439453125,-0.9034988403320312,-0.7361618041992187,-0.6634429931640625
27,0.3224067687988281,-0.03769989013671875,-0.03833847045898438,0.20825042724609374
28,0.09273910522460938,-0.28329925537109374,-0.283062744140625,-0.27643585205078125
29,0.39870681762695315,0.3427001953125,0.20976486206054687,0.29976348876953124
30,0.8686347961425781,1.1125991821289063,0.8740188598632812,1.4900283813476562
31,0.753411865234375,1.090899658203125,0.5663246154785156,0.7836334228515625
32,0.42984771728515625,0.8212005615234375,0.5017684936523438,0.7418624877929687
33,0.31650848388671876,0.684100341796875,0.5883743286132812,0.38512115478515624
34,0.24126129150390624,0.34290008544921874,0.3667900085449219,0.1703369140625
35,0.1180419921875,0.3824005126953125,0.3701667785644531,0.25921173095703126
36,0.3075706481933594,0.7326004028320312,0.48617401123046877,0.6332260131835937
37,0.3075706481933594,0.43629913330078124,0.1572235107421875,0.27403411865234373
38,0.3315574645996094,0.29529876708984376,-0.06565170288085938,0.42215118408203123
39,0.11757278442382812,0.0811004638671875,-0.3685783386230469,0.20737457275390625
40,0.033391571044921874,0.0024993896484375,-0.4754463195800781,-0.1870025634765625
