AAPL,AMZN,GOOG,MSFT
-7.570098556833607e-05,0.005513049639560609,0.007070166978084721,0.0020163187323440114
0.00201251359053205,0.0019395677303278103,0.0015698436979304019,0.0038057099537689696
0.004916664620780446,0.0069630583932854245,0.00628239588444681,0.005351281274835998
-0.00161607638856118,0.00621972593864281,0.001851842395976522,0.00044302966603784093
-4.977979782626501e-05,0.0020258995123131887,-0.00026686216951332767,-0.00029528931336027383
-9.973891197457897e-05,0.0005647389864929498,-0.0014352478916426314,-0.001973645040460889
0.0024599308278872166,0.007670097199396013,0.0011446246949969987,0.0012839247228505163
0.004461555356091545,0.009594732448081036,0.006526810972175616,0.0074305544379883685
-0.0022127250514393714,-0.00011318632517788252,-0.00019350271460188978,-0.006101590754579819
0.0071142555588710795,-0.003294112674111791,0.0039387208547522305,0.008710832084787441
0.00038771789488686946,-0.0005637723093158296,-0.0008410074722354302,-0.00019272154201731525
-0.0019423746037170316,0.00042287225342462766,0.0029574931677655717,-0.0004822182675117107
-0.0035676390655656432,0.010843082286363786,0.0069311285848276455,0.007700217207637169
9.81321574251727e-05,0.011376387294283526,0.005288243454800525,0.0013726667242435356
-0.0069732283076202875,-0.0016061921841014004,-0.002132212180781217,-0.00037818109974430077
-0.00782253310542888,0.006490302113029976,0.0022806596325040947,0.0024054376656739967
0.0010141954091522274,0.007529911730244072,0.002025015510851453,0.008061880179867243
-0.009083546061131743,0.0048146844023593425,-9.599266211112774e-05,-0.0006467903405201762
-0.0025672026456246104,0.0061262076610369524,-0.00441484696976486,-0.005490879288652038
0.0011947578118953286,0.003929967379713617,0.0023262769771123398,0.010501833022432853
0.000906911403210935,-0.018617549355870663,-0.0008323784952391621,-0.0034419495161867515
-0.01926303553484674,0.012305415847655451,-0.02126232488586607,-0.011578822843290678
-0.010987805433862968,-0.012305415847655429,-0.02248028025032864,-0.018263403792696222
0.017779073129837307,0.01620194542562787,0.010082957364039132,0.016129366458699283
-0.009397720243413892,-0.007915599773381266,-0.013062650806340535,-0.008256695694834362
-0.012117121397240957,-0.02080479784517748,-0.019939254027224112,-0.022882596960878566
0.00527972801178895,-0.0035194231723388652,0.015444447670644066,0.01589888812917035
0.0171480960657361,0.0148590424962404,0.005885588790638146,0.0046537355353576185
0.00432899570040285,0.008770512757211699,6.599094539061173e-05,0.003397476443131578
0.007934200077919316,0.011075877355787685,0.007204888663146626,0.006747539230802994
0.01434241730109838,0.003193682723754453,0.007973072447558394,0.00875828344852794
